emp_no,first_name,last_name,to_date,dept_no,dept_name
20923,Menkae,Miara,9999-01-01,d007,Sales
20958,Ashish,Eiron,9999-01-01,d005,Development
20964,Clyde,Erez,9999-01-01,d007,Sales
20968,Nimmagadda,Rijsenbrij,9999-01-01,d005,Development
20979,Pradeep,Kumaresan,9999-01-01,d007,Sales
21007,Christfried,Junet,9999-01-01,d007,Sales
21109,Lech,Chenoweth,9999-01-01,d005,Development
21110,Shaowei,Solares,9999-01-01,d007,Sales
21138,Niteen,Haraldson,9999-01-01,d007,Sales
21143,Mayumi,Hennings,9999-01-01,d007,Sales
21165,Mingdong,Pfau,9999-01-01,d005,Development
21214,Weiru,Angelov,9999-01-01,d005,Development
21229,Vasilis,Collavizza,9999-01-01,d005,Development
21251,Fatemeh,Riexinger,9999-01-01,d005,Development
21288,Nechama,Wendorf,9999-01-01,d005,Development
21312,Mani,Bahi,9999-01-01,d005,Development
21361,Shooichi,Lally,9999-01-01,d007,Sales
21396,Shaw,Manderick,9999-01-01,d005,Development
21402,Guadalupe,Gecsei,9999-01-01,d005,Development
21409,Hongzhu,Yoshimura,9999-01-01,d007,Sales
21413,Laurentiu,Sherertz,9999-01-01,d007,Sales
21421,Avishai,Yoshizawa,9999-01-01,d007,Sales
21432,Kerhong,Weisert,9999-01-01,d007,Sales
21523,Eldridge,Lores,9999-01-01,d005,Development
21542,Miomir,Sherertz,9999-01-01,d007,Sales
21547,Fatemeh,Crooks,9999-01-01,d005,Development
21548,Maren,Gimbel,9999-01-01,d005,Development
21566,Angel,Demos,9999-01-01,d007,Sales
21580,Debatosh,Morton,9999-01-01,d005,Development
21588,Licheng,Masamoto,9999-01-01,d007,Sales
21612,Martial,Bardell,9999-01-01,d007,Sales
21639,Caolyn,Domenig,9999-01-01,d005,Development
21642,Shaz,Erman,9999-01-01,d005,Development
21643,Yuuichi,Maksimenko,9999-01-01,d005,Development
21648,Mayuko,Fandrianto,9999-01-01,d007,Sales
21663,Eberhardt,Serra,9999-01-01,d005,Development
21674,Kannan,Naumovich,9999-01-01,d005,Development
21697,Billur,Luke,9999-01-01,d007,Sales
21705,Aleksandar,Luon,9999-01-01,d007,Sales
21751,Uinam,Savasere,9999-01-01,d005,Development
21754,Kenroku,Jonsson,9999-01-01,d005,Development
21820,Sanjay,Khasidashvili,9999-01-01,d007,Sales
21835,Mang,Luck,9999-01-01,d005,Development
21859,Padma,Swen,9999-01-01,d005,Development
21877,Brigham,Biran,9999-01-01,d005,Development
21908,Fen,Parfitt,9999-01-01,d005,Development
21920,Naftali,Schneeberger,9999-01-01,d005,Development
21980,Gen,Miyakawa,9999-01-01,d007,Sales
21987,Dipankar,Fontet,9999-01-01,d007,Sales
21994,Lech,Babb,9999-01-01,d007,Sales
22012,DeForest,Armand,9999-01-01,d005,Development
22024,Weidon,Flexer,9999-01-01,d005,Development
22072,Kasturi,Pettit,9999-01-01,d005,Development
22095,Breannda,Schlumberger,9999-01-01,d007,Sales
22111,Rasiah,Felcyn,9999-01-01,d007,Sales
22136,Naftali,Thiran,9999-01-01,d007,Sales
22140,Susanne,Reghbati,9999-01-01,d007,Sales
22150,Kristina,Zweizig,9999-01-01,d007,Sales
22179,Rosine,Garnick,9999-01-01,d007,Sales
22180,Iara,Luef,9999-01-01,d005,Development
22234,Arno,Narwekar,9999-01-01,d005,Development
22255,Kristian,Merel,9999-01-01,d005,Development
22326,Mani,Skafidas,9999-01-01,d007,Sales
22370,Aloys,Oxenboll,9999-01-01,d007,Sales
22372,Mitchel,Bugrara,9999-01-01,d005,Development
22374,Soenke,Klassen,9999-01-01,d007,Sales
22375,Snehasis,Kulisch,9999-01-01,d005,Development
22381,Uma,Openshaw,9999-01-01,d007,Sales
22405,Gritta,Parveen,9999-01-01,d007,Sales
22429,Franziska,Terekhov,9999-01-01,d005,Development
22437,Xiaoqiu,Orsini,9999-01-01,d005,Development
22520,Mokhtar,Ranka,9999-01-01,d005,Development
22536,Sukumar,Andreotta,9999-01-01,d005,Development
22557,Abdulla,Luon,9999-01-01,d007,Sales
22593,Danae,Jeansoulin,9999-01-01,d007,Sales
22596,Slavian,Wegerle,9999-01-01,d005,Development
22609,Zvonko,Baalen,9999-01-01,d007,Sales
22649,Reuven,Driscoll,9999-01-01,d005,Development
22682,Kristina,Ananiadou,9999-01-01,d005,Development
22691,Morris,Bottner,9999-01-01,d007,Sales
22702,Faiza,Reeken,9999-01-01,d005,Development
22716,Sreekrishna,Waymire,9999-01-01,d005,Development
22720,Olivera,Gornas,9999-01-01,d007,Sales
22728,Makato,Codenie,9999-01-01,d007,Sales
22758,Mabry,Rijckaert,9999-01-01,d007,Sales
22766,Yishay,Jumpertz,9999-01-01,d005,Development
22786,Moss,Usdin,9999-01-01,d007,Sales
22838,Brendon,Markovitch,9999-01-01,d005,Development
22855,Shalesh,Thimonier,9999-01-01,d005,Development
22863,Petter,Denna,9999-01-01,d007,Sales
22873,Ebbe,Ashish,9999-01-01,d007,Sales
22897,Weiru,Heering,9999-01-01,d005,Development
22910,Shawna,Cummings,9999-01-01,d007,Sales
22917,Adas,Pfau,9999-01-01,d005,Development
22919,Georg,Skogmar,9999-01-01,d005,Development
22923,Kristof,Laventhal,9999-01-01,d005,Development
22934,Parviz,Plumb,9999-01-01,d007,Sales
22947,Herbert,Schmiedel,9999-01-01,d005,Development
23007,Hyuckchul,Spell,9999-01-01,d005,Development
23023,Premsyl,Lenart,9999-01-01,d005,Development
23026,Junichi,Lortz,9999-01-01,d005,Development
23068,Eldridge,Brlek,9999-01-01,d005,Development
23086,Nathan,Lemarechal,9999-01-01,d005,Development
23095,Muneo,Woycyznski,9999-01-01,d005,Development
23104,Tadanori,Anido,9999-01-01,d005,Development
23138,Pascal,Kaelbling,9999-01-01,d005,Development
23151,Ortrun,Lunt,9999-01-01,d005,Development
23195,Mark,Ertl,9999-01-01,d007,Sales
23197,Marjo,Ducloy,9999-01-01,d005,Development
23252,Dzung,Simkin,9999-01-01,d005,Development
23269,Aamer,Szmurlo,9999-01-01,d005,Development
23290,Parviz,Papsdorf,9999-01-01,d007,Sales
23300,Froduald,Schauser,9999-01-01,d007,Sales
23314,Krassimir,Demizu,9999-01-01,d007,Sales
23330,Aloke,Cooley,9999-01-01,d005,Development
23342,Xinglin,Berendt,9999-01-01,d005,Development
23347,Kwun,Rosaz,9999-01-01,d005,Development
23362,Youjian,Yurek,9999-01-01,d007,Sales
23370,Morris,Bodoff,9999-01-01,d007,Sales
23398,Georgy,Marwedel,9999-01-01,d005,Development
23404,Anneli,Gini,9999-01-01,d005,Development
23406,Masadi,Masada,9999-01-01,d007,Sales
23448,Gil,Unno,9999-01-01,d005,Development
23454,Heejo,Felcyn,9999-01-01,d007,Sales
23466,Chikara,Anandan,9999-01-01,d005,Development
23480,Dannz,Busillo,9999-01-01,d007,Sales
23532,Duke,Bardell,9999-01-01,d007,Sales
23538,Bernardo,Pargaonkar,9999-01-01,d005,Development
23633,Jinpo,Nyrup,9999-01-01,d007,Sales
23640,Leucio,Mamelak,9999-01-01,d005,Development
23642,Kwangjo,Pusterhofer,9999-01-01,d005,Development
23676,Sham,Openshaw,9999-01-01,d007,Sales
23677,Rafael,Sevcikova,9999-01-01,d007,Sales
23691,Satoru,Stille,9999-01-01,d005,Development
23703,Prodip,Thimonier,9999-01-01,d007,Sales
23707,Yoshimitsu,Ananiadou,9999-01-01,d005,Development
23753,Karsten,Isaac,9999-01-01,d005,Development
23761,Jouni,Menhardt,9999-01-01,d007,Sales
23777,Juichirou,Kilgore,9999-01-01,d005,Development
23791,Boguslaw,Pavlopoulou,9999-01-01,d007,Sales
23817,Duri,Coorg,9999-01-01,d007,Sales
23842,Genevieve,Birdsall,9999-01-01,d005,Development
23860,Malu,Kumaresan,9999-01-01,d007,Sales
23868,Trygve,Reistad,9999-01-01,d007,Sales
23872,Cedric,Ranst,9999-01-01,d005,Development
23877,Tesuro,Motley,9999-01-01,d007,Sales
23883,Dayanand,Ozery,9999-01-01,d005,Development
23924,Shakhar,Solovay,9999-01-01,d005,Development
23932,Lubomir,Harbusch,9999-01-01,d005,Development
23940,Jingling,Haldar,9999-01-01,d005,Development
23946,Carrsten,Streit,9999-01-01,d007,Sales
23952,Valdiodio,Oehlmann,9999-01-01,d007,Sales
23963,Goo,Soloway,9999-01-01,d005,Development
23969,Elgin,Sullins,9999-01-01,d005,Development
24056,Gladys,Shrader,9999-01-01,d007,Sales
24118,Elliott,Monarch,9999-01-01,d007,Sales
24140,Basem,Thombley,9999-01-01,d005,Development
24153,Lidong,Anger,9999-01-01,d007,Sales
24156,Bangqing,Willoner,9999-01-01,d005,Development
24166,Niranjan,Chinal,9999-01-01,d007,Sales
24178,Jouko,Sherertz,9999-01-01,d005,Development
24182,Teunis,Antonisse,9999-01-01,d005,Development
24199,Iara,Bach,9999-01-01,d005,Development
24209,Hilary,Msuda,9999-01-01,d005,Development
24224,Vasilis,Kinley,9999-01-01,d005,Development
24225,Shugo,Eiter,9999-01-01,d007,Sales
24256,Salvador,Clemencon,9999-01-01,d005,Development
24260,Atilio,Brookman,9999-01-01,d005,Development
24269,Prodip,Peron,9999-01-01,d005,Development
24383,Aksel,Erev,9999-01-01,d005,Development
24388,Zhilian,Milicic,9999-01-01,d007,Sales
24389,Kenroku,Shimshoni,9999-01-01,d005,Development
24397,Shaibal,Shimshoni,9999-01-01,d007,Sales
24429,Murthy,Anger,9999-01-01,d007,Sales
24457,Alain,Merkl,9999-01-01,d005,Development
24459,Masako,Puoti,9999-01-01,d005,Development
24460,Yinghua,Lanphier,9999-01-01,d007,Sales
24497,Jackson,Rando,9999-01-01,d005,Development
24508,Uzi,Penn,9999-01-01,d005,Development
24522,Shunichi,Hopewell,9999-01-01,d007,Sales
24525,Ronnie,Gelosh,9999-01-01,d005,Development
24526,Ayonca,Sudbeck,9999-01-01,d005,Development
24534,Berni,Morton,9999-01-01,d005,Development
24588,Huiqun,Kranzdorf,9999-01-01,d007,Sales
24596,Ayonca,Stranks,9999-01-01,d007,Sales
24613,Hitofumi,Stifter,9999-01-01,d007,Sales
24617,Ramachenga,Cullers,9999-01-01,d005,Development
24657,Berna,Silva,9999-01-01,d005,Development
24680,Garnet,Takkinen,9999-01-01,d005,Development
24696,Ohad,Munoz,9999-01-01,d005,Development
24720,Owen,Zirintsis,9999-01-01,d005,Development
24725,Yechezkel,Openshaw,9999-01-01,d007,Sales
24728,Margo,Trumbly,9999-01-01,d005,Development
24752,Fan,Mersereau,9999-01-01,d005,Development
24790,Kiyokazu,Chachaty,9999-01-01,d007,Sales
24793,Kristen,Brizzi,9999-01-01,d007,Sales
24862,Susumu,Muntz,9999-01-01,d007,Sales
24872,Oguz,Decaestecker,9999-01-01,d007,Sales
24888,Murthy,Felder,9999-01-01,d007,Sales
24909,Constantine,Garrabrants,9999-01-01,d007,Sales
24915,Morris,Liedekerke,9999-01-01,d005,Development
24925,Gennady,Thebaut,9999-01-01,d005,Development
24932,Charmane,Erbe,9999-01-01,d007,Sales
24934,Carrsten,Bruckman,9999-01-01,d005,Development
24937,Syozo,Carrera,9999-01-01,d005,Development
24939,Shuho,Angot,9999-01-01,d005,Development
24963,Cathie,Redmiles,9999-01-01,d005,Development
24985,Martins,Bottner,9999-01-01,d007,Sales
25003,Dietrich,Benzmuller,9999-01-01,d007,Sales
25004,Youpyo,Schurmann,9999-01-01,d005,Development
25007,Dipankar,Showalter,9999-01-01,d005,Development
25016,Danny,Asrin,9999-01-01,d005,Development
25022,Zengping,Hiroyama,9999-01-01,d007,Sales
25046,Mart,Cyre,9999-01-01,d005,Development
25050,Jahangir,Fraisse,9999-01-01,d005,Development
25085,Tran,Usery,9999-01-01,d007,Sales
25108,Wanqing,Eterovic,9999-01-01,d005,Development
25112,Muneo,Haraldson,9999-01-01,d007,Sales
25138,Guadalupe,Marrakchi,9999-01-01,d005,Development
25139,Aloke,Jiang,9999-01-01,d005,Development
25145,Serge,Ashish,9999-01-01,d005,Development
25167,Flemming,Delaune,9999-01-01,d005,Development
25220,Shuho,Mullainathan,9999-01-01,d005,Development
25254,Matt,Peek,9999-01-01,d005,Development
25282,Gladys,Papadias,9999-01-01,d005,Development
25302,Susanna,Minakawa,9999-01-01,d005,Development
25308,Abdelaziz,Mayerwieser,9999-01-01,d005,Development
25327,Mohamadou,Miculan,9999-01-01,d005,Development
25335,Etsuo,Itzfeldt,9999-01-01,d005,Development
25339,Brewster,Bale,9999-01-01,d005,Development
25370,Jagoda,Puoti,9999-01-01,d007,Sales
25371,Goh,Ishibashi,9999-01-01,d007,Sales
25376,Nathan,Panienski,9999-01-01,d005,Development
25462,Vasilii,Rohrbach,9999-01-01,d005,Development
25475,Flemming,Fujisaki,9999-01-01,d005,Development
25504,Pramod,Servi,9999-01-01,d005,Development
25520,Sajjad,Rubsam,9999-01-01,d005,Development
25521,Chanjung,Raney,9999-01-01,d005,Development
25537,Akeel,Ibel,9999-01-01,d007,Sales
25547,Krassimir,Ranum,9999-01-01,d005,Development
25550,Shaz,Haddadi,9999-01-01,d005,Development
25562,Bernardo,Menhardt,9999-01-01,d007,Sales
25599,Masoud,Pillow,9999-01-01,d007,Sales
25600,Jinpo,McClurg,9999-01-01,d007,Sales
25603,Kwangsub,Desikan,9999-01-01,d007,Sales
25632,Arunachalam,Ramamoorthy,9999-01-01,d005,Development
25644,Kwangho,Straney,9999-01-01,d007,Sales
25656,Eben,Narwekar,9999-01-01,d005,Development
25673,Ottavia,Azulay,9999-01-01,d005,Development
25717,Froduald,Speek,9999-01-01,d007,Sales
25755,Aria,Setiz,9999-01-01,d005,Development
25765,Demin,Suermann,9999-01-01,d005,Development
25771,Sibyl,Passino,9999-01-01,d005,Development
25772,Greger,Marrevee,9999-01-01,d007,Sales
25777,Leucio,Famili,9999-01-01,d005,Development
25790,Suebskul,Plump,9999-01-01,d005,Development
25797,Morrie,Nooteboom,9999-01-01,d005,Development
25835,Maria,Poehlman,9999-01-01,d005,Development
25841,Shahab,Ernst,9999-01-01,d007,Sales
25862,Khaled,Tasistro,9999-01-01,d005,Development
25873,Yakichi,Codenie,9999-01-01,d005,Development
25880,Zhanqiu,Pintelas,9999-01-01,d005,Development
25918,Yoshimitsu,Iisaka,9999-01-01,d005,Development
25935,Berhard,Parascandalo,9999-01-01,d007,Sales
25963,Jiakeng,Fandrianto,9999-01-01,d007,Sales
25972,Demos,Escriba,9999-01-01,d005,Development
25979,Monique,Yemenis,9999-01-01,d005,Development
25992,Divier,Bugrara,9999-01-01,d007,Sales
26005,Ohad,Vidya,9999-01-01,d005,Development
26037,Radhika,Gadepally,9999-01-01,d005,Development
26053,Heekeun,Szmurlo,9999-01-01,d007,Sales
26086,Turgut,Beutelspacher,9999-01-01,d007,Sales
26113,Larisa,Brandsma,9999-01-01,d007,Sales
26119,Akeno,Vesna,9999-01-01,d005,Development
26121,Ipke,Krichel,9999-01-01,d005,Development
26162,Yechiam,Grospietsch,9999-01-01,d005,Development
26172,Sedat,Bahr,9999-01-01,d007,Sales
26252,Haldun,Flowers,9999-01-01,d007,Sales
26272,Zorica,Marakhovsky,9999-01-01,d005,Development
26289,Baoqiu,Michaels,9999-01-01,d005,Development
26300,Marin,Gomatam,9999-01-01,d005,Development
26317,Valdiodio,Weedman,9999-01-01,d007,Sales
26344,Duke,Sabnani,9999-01-01,d007,Sales
26369,Kiyotoshi,Sewelson,9999-01-01,d005,Development
26378,Huiqun,Streng,9999-01-01,d005,Development
26379,Falguni,Hutton,9999-01-01,d005,Development
26385,Brigham,Peral,9999-01-01,d005,Development
26391,Baoqiu,Kermarrec,9999-01-01,d007,Sales
26396,Jinxi,Bresenham,9999-01-01,d005,Development
26486,Taegyun,Simkin,9999-01-01,d005,Development
26543,Zhonghua,Koyama,9999-01-01,d005,Development
26623,Berni,Barbanera,9999-01-01,d007,Sales
26639,Guadalupe,Weiland,9999-01-01,d007,Sales
26682,Yucai,Baezner,9999-01-01,d007,Sales
26683,Kayoko,Covnot,9999-01-01,d005,Development
26692,Taisook,Cools,9999-01-01,d005,Development
26714,Sadun,Pelc,9999-01-01,d005,Development
26733,Kauko,Yetto,9999-01-01,d005,Development
26750,Baziley,Denis,9999-01-01,d007,Sales
26770,Ibibia,Ghelli,9999-01-01,d005,Development
26808,Jeanne,DuCasse,9999-01-01,d007,Sales
26811,Prodip,Farrow,9999-01-01,d007,Sales
26812,Licheng,Noriega,9999-01-01,d005,Development
26828,Maha,Haddadi,9999-01-01,d005,Development
26833,Hirochika,Gustavson,9999-01-01,d007,Sales
26856,Kazuhiko,Cooke,9999-01-01,d005,Development
26869,Jasminko,Vecchio,9999-01-01,d005,Development
26902,Reinhold,Welham,9999-01-01,d007,Sales
26905,Fatemeh,Markovitch,9999-01-01,d007,Sales
26955,Elvis,Tanemo,9999-01-01,d005,Development
27044,Chuanyi,Zaiane,9999-01-01,d005,Development
27045,Teruyuki,Merks,9999-01-01,d005,Development
27056,Leen,Hiyoshi,9999-01-01,d007,Sales
27065,Roded,Eugenio,9999-01-01,d005,Development
27107,Lansing,Murtha,9999-01-01,d005,Development
27112,Yechezkel,Anily,9999-01-01,d005,Development
27117,Shirish,Eugenio,9999-01-01,d005,Development
27118,Anestis,Azadmanesh,9999-01-01,d005,Development
27130,Kazuhira,Rathonyi,9999-01-01,d005,Development
27193,Dulce,Nivat,9999-01-01,d005,Development
27223,Noritoshi,Delgrossi,9999-01-01,d007,Sales
27272,Kwan,Genin,9999-01-01,d007,Sales
27273,Alassane,Jeong,9999-01-01,d005,Development
27281,Leaf,Bahi,9999-01-01,d005,Development
27295,Marc,Orlowska,9999-01-01,d005,Development
27298,Stepehn,Loncour,9999-01-01,d005,Development
27332,Charmane,Merey,9999-01-01,d005,Development
27365,Mang,Morris,9999-01-01,d007,Sales
27368,Dipayan,Keustermans,9999-01-01,d007,Sales
27369,Cedric,Chinen,9999-01-01,d007,Sales
27377,Mara,Gils,9999-01-01,d005,Development
27492,Guoxiang,Provine,9999-01-01,d005,Development
27511,Jiann,Perelgut,9999-01-01,d005,Development
27557,Teunis,Oxman,9999-01-01,d007,Sales
27626,Vishu,Flanders,9999-01-01,d005,Development
27642,Muneo,Zockler,9999-01-01,d005,Development
27652,Jacqueline,Matteis,9999-01-01,d007,Sales
27654,Sajjan,Morris,9999-01-01,d005,Development
27670,Yolla,Merey,9999-01-01,d005,Development
27732,Girolamo,Facello,9999-01-01,d005,Development
27739,Youssef,Piancastelli,9999-01-01,d007,Sales
27756,Stevo,Suwa,9999-01-01,d007,Sales
27772,Shahaf,Salvesen,9999-01-01,d007,Sales
27797,Kazuhisa,Botman,9999-01-01,d007,Sales
27801,Naraig,Danecki,9999-01-01,d007,Sales
27880,Yinlin,Poujol,9999-01-01,d005,Development
27905,Monique,Barinka,9999-01-01,d005,Development
27961,Wojceich,Murtafg,9999-01-01,d005,Development
27975,Remmert,Rehfuss,9999-01-01,d005,Development
28008,Shugo,Luit,9999-01-01,d005,Development
28027,Kagan,Wallrath,9999-01-01,d005,Development
28074,Shmuel,Syrotiuk,9999-01-01,d007,Sales
28146,Niteen,Azadmanesh,9999-01-01,d005,Development
28161,Kwan,Nicolson,9999-01-01,d007,Sales
28165,Sanjit,Lorch,9999-01-01,d005,Development
28171,Filipe,Setlzner,9999-01-01,d005,Development
28207,Sakthirel,Ebeling,9999-01-01,d005,Development
28208,Tristan,Lienhardt,9999-01-01,d005,Development
28209,Gadiel,Millington,9999-01-01,d007,Sales
28240,Reuven,Lorcy,9999-01-01,d007,Sales
28306,Wilmer,Papsdorf,9999-01-01,d005,Development
28315,Hideo,Servi,9999-01-01,d005,Development
28322,Premal,Millington,9999-01-01,d007,Sales
28344,Fan,Barriga,9999-01-01,d007,Sales
28350,Theron,Heusch,9999-01-01,d007,Sales
28354,Geoffrey,Prochazka,9999-01-01,d005,Development
28358,Constantino,Salinas,9999-01-01,d007,Sales
28359,Kshitij,Stellhorn,9999-01-01,d007,Sales
28366,Abdelwaheb,Falster,9999-01-01,d005,Development
28373,Steen,Bhattacharjee,9999-01-01,d007,Sales
28382,Mihalis,Zuberek,9999-01-01,d005,Development
28383,Gladys,Chimia,9999-01-01,d007,Sales
28385,Filipp,Conia,9999-01-01,d007,Sales
28418,Sachio,Suermann,9999-01-01,d005,Development
28447,Anneke,Ghelli,9999-01-01,d005,Development
28529,Mabo,Griswold,9999-01-01,d005,Development
28542,Ferdinand,Guardalben,9999-01-01,d005,Development
28555,Kankanahalli,Wendorf,9999-01-01,d007,Sales
28596,Perla,Porotnikoff,9999-01-01,d007,Sales
28619,Pragnesh,Majewski,9999-01-01,d007,Sales
28653,Pranay,Flanders,9999-01-01,d007,Sales
28689,Jessie,Lores,9999-01-01,d007,Sales
28703,Tremaine,Remmele,9999-01-01,d007,Sales
28716,Kristian,Hertweck,9999-01-01,d007,Sales
28726,Marie,Veldwijk,9999-01-01,d005,Development
28734,Arvind,Heydon,9999-01-01,d007,Sales
28739,Elliott,Wixon,9999-01-01,d007,Sales
28750,Guangming,Speckmann,9999-01-01,d007,Sales
28753,Leaf,Lichtner,9999-01-01,d007,Sales
28757,Branimir,Poupard,9999-01-01,d007,Sales
28773,Tomokazu,Polupanov,9999-01-01,d005,Development
28779,Fayez,Bottner,9999-01-01,d007,Sales
28811,Cristinel,Vrecion,9999-01-01,d005,Development
28855,Shan,Heering,9999-01-01,d005,Development
28867,Shahar,Awdeh,9999-01-01,d005,Development
28890,Lijie,Puoti,9999-01-01,d005,Development
28891,Susanna,Krohn,9999-01-01,d005,Development
28922,Xiadong,Willoner,9999-01-01,d005,Development
28958,Angel,Wossner,9999-01-01,d007,Sales
28976,Kazuhiko,Aingworth,9999-01-01,d005,Development
28993,Domenick,Rijckaert,9999-01-01,d005,Development
29026,Parto,Byoun,9999-01-01,d005,Development
29030,Nikolaus,Heiserman,9999-01-01,d005,Development
29032,Mizuhito,Rassart,9999-01-01,d005,Development
29059,Arumugam,Legleitner,9999-01-01,d005,Development
29080,Panayotis,Shumilov,9999-01-01,d007,Sales
29101,Jouni,Salverda,9999-01-01,d005,Development
29120,Parto,Bergere,9999-01-01,d007,Sales
29133,Rafael,Peck,9999-01-01,d007,Sales
29178,Hairong,Foong,9999-01-01,d005,Development
29191,Ayakannu,Krogh,9999-01-01,d005,Development
29194,Sarita,Peris,9999-01-01,d005,Development
29199,Chaoyi,Mondadori,9999-01-01,d007,Sales
29208,Radoslaw,Schusler,9999-01-01,d005,Development
29222,Remzi,Trachtenberg,9999-01-01,d005,Development
29237,Gennadi,Beznosov,9999-01-01,d005,Development
29243,Sibyl,Koyama,9999-01-01,d005,Development
29250,Radoslaw,Besancenot,9999-01-01,d007,Sales
29256,Mountaz,Schiettecatte,9999-01-01,d005,Development
29317,Navin,Conia,9999-01-01,d005,Development
29361,LiMin,McDermid,9999-01-01,d005,Development
29366,Domenico,Ohori,9999-01-01,d007,Sales
29372,Parke,Chinin,9999-01-01,d005,Development
29419,Kendra,Scharstein,9999-01-01,d005,Development
29425,Mingdong,Muntz,9999-01-01,d005,Development
29436,Godehard,Schnelling,9999-01-01,d005,Development
29469,Rafael,Cmelik,9999-01-01,d005,Development
29485,Ortrun,Shobatake,9999-01-01,d007,Sales
29486,Jouni,Gerteisen,9999-01-01,d005,Development
29507,Adel,Panwar,9999-01-01,d005,Development
29515,Kish,Karcich,9999-01-01,d005,Development
29520,Shunichi,Ozery,9999-01-01,d005,Development
29527,Adamantios,Oaver,9999-01-01,d007,Sales
29559,Shin,Edelhoff,9999-01-01,d005,Development
29583,Subhada,Waymire,9999-01-01,d007,Sales
29596,Geoff,Lueh,9999-01-01,d007,Sales
29597,Yoshinari,Codenie,9999-01-01,d005,Development
29603,Kristina,Khamsi,9999-01-01,d007,Sales
29623,Heekeun,Stille,9999-01-01,d005,Development
29651,Divier,Knightly,9999-01-01,d007,Sales
29715,Dinah,Valette,9999-01-01,d005,Development
29719,Sumant,Takkinen,9999-01-01,d007,Sales
29729,Alassane,Bernatsky,9999-01-01,d007,Sales
